iter	Logloss
0	0.687409101211	0.6822442736
2	0.6773304531
3	0.6720415388
4	0.6665912083
5	0.6625186375
6	0.65729146687	0.6482546328
8	0.6432940586
9	0.6380392568110	0.6331249837
11	0.6279273262
12	0.623000409
13	0.6189375239
14	0.6144867411515	0.60965503816	0.6087707142
17	0.6045394713
18	0.5996985854
19	0.5958543235
20	0.5916387202
21	0.5873606578
22	0.5827791567
23	0.5799319267
24	0.575868349
25	0.5713905641
26	0.5675722451
27	0.5641349908
28	0.560646705
29	0.5570905313
30	0.5537513301
31	0.5506327781
32	32	0.5458959186
33	0.5429604012
34	0.5397739798
35	0.5368251577
36	0.534424853
37	0.5312077388
38	0.5279961722
39	0.5253209773
40	0.5221598635
41	0.5196105984
42	0.5182360824
43	0.515896594
44	0.512575357
45	0.5102671432
46	0.5072605725
47	0.5051139686
48	0.5020584848
49	0.4996799517
50	0.4978224478
51	0.4951141804
52	0.4925542901
53	0.4901410323
54	0.4876953053
55	0.4856496114
56	0.4833826837
57	0.4809602105
58	0.4790946173
59	0.4766549582
60	0.4745847235
61	0.4723211898
62	0.4702603394
63	0.4681567539
64	0.4663560406
65	0.4640021816
66	0.4623147151
67	0.4604888112
68	0.4584956066
69	0.4565005274
70	0.455276532
71	0.4531490161
72	0.4513619305
73	0.4494408656
74	0.4475240615
75	0.4463337878
76	0.4451680209
77	0.4434500694
78	0.4419941191
79	0.4404273757
80	0.4394785367
81	0.4380342165
82	0.4365993191
83	0.4354514393
84	0.4339185303
85	0.432439529
86	0.4313323228
87	0.4298324312
88	0.4283069376
89	0.4269841174
90	0.4262206091
91	0.4245722042
92	0.4234572032
93	0.4217645476
94	0.4211626078995	0.420194702196	0.4421994187
97	0.4407766331
98	0.4397482392
99	0.4386357129
100	0.43784046
101	0.4366466338
102	0.4357396636
103	0.4348968323
104	0.4337611385
105	0.4327240706
106	0.432375424
107	0.431230827
108	0.4300707702
109	0.4291790943
110	0.4287144794
111	0.4275895013
112	0.4263775077
113	0.4255702349
114	0.4246249783
115	0.4236925386
116	0.422541596
117	0.4222606761
118	0.4214756319
119	0.4206230439
120	0.4194779147
121	0.41850278
122	0.4178894871
123	0.4168157099
124	0.415858276
125	0.41501507
126	0.4142768105
127	0.4136021637
128	0.4129707161
129	0.4120495944
130	0.41130	0.131	0.411123457
132	0.4102791756
133	0.4098951712
134	0.409647134	0135	0.408942135	0136	0.408745136	0.3851421452
137	0.3846494035
138	0.3836331656
139	0.3828695143
140	0.3822964256
141	0.3813142	0.3142	0.3807881918
143	0.3802709946
144	0.3796885784
145	0.3790240805
146	0.3788354827
147	0.3780148	0.3148	0.3776149	0.3149	0.3768150	0.3150	0.3761151	0.3151	0.3754606995
152	0.3750062153
153	0.374154	0.37154	0.373155	0.37155	0.373156	0.3156	0.3724157	0.3768409171
158	0.3158	0.3711159	0.3762764674
160	0.3756935902
16161	0.37164291016162	0.371080321163	0.3742797751
164	0.3736803475
165	0.3731097926
166	0.3725192112
167	0.3719341829
168	0.3716509674
169	0.371178764
170	0.3708343657
171	0.370580415
172	0.3704454867
173	0.3698238857
174	0.369294715
175	0.3691082166
176	0.3685755372
177	0.3681077392
178	0.3678370891
179	0.3674250684
180	0.3672132985
181	0.3668712626
182	0.3663261661
183	0.3659629846
184	0.3656832801
185	0.3653609014
186	0.3648412463
187	0.3644365774
188	0.36410143
189	0.36376326
190	0.3633922425
191	0.363067747
192	0.3626073354
193	0.3625469428
194	0.3619549031
195	0.3615639891
196	0.3610546358
197	0.3608697759
198	0.3603519091
199	0.3600473684
200	0.3596162702
201	0.3593645049
202	0.3591052813
203	0.358826263
204	0.3584567631
205	0.3582374794
206	0.3577474828
207	0.3574494889
208	0.3572812317
209	0.3569903513
210	0.3567333795
211	0.3563042359
212	0.3559360836
213	0.3557740379
214	0.3553379216
215	0.3548252683
216	0.3542492509
217	0.3539311189
218	0.3535252988
219	0.3533937963
220	0.3533201058
221	0.3529829291
222	0.3527962115
223	0.3525272524
224	0.3520981956
225	0.3515979708
226	0.3512218685
227	0.3509628852
228	0.3509022333
229	0.3505562986
230	0.3502905795
231	0.34232	0.366232	0.34233	0.366233	0.34234	0.366234	0.3235	0.3660235	0.3236	0.3657586128
237	0.3652237	0.3238	0.3648238	0.3239	0.3645239	0.3240	0.3642240	0.3471546355
241	0.3242	0.3634242	0.3243	0.3632243	0.3244	0.3628244	0.3461309248
245	0.3458304769
246	0.3456603732
247	0.3452764801
248	0.3450734342
249	0.3447783221
250	0.3447575363
251	0.3443595606
252	0.3441360535
253	0.343885916
254	0.3437147393
255	0.3434401518
256	0.3431189887
257	0.3428294676
258	0.3425405097
259	0.260	0.35846260	0.3421092605
261	0.3420502227
262	0.3415786406
263	0.3413630536
264	0.3411410326
265	0.3408577767
266	0.3407441233
267	0.3406234135
268	0.340453855
269	0.3400843883
270	0.3399274234
271	0.3395546856
272	0.3394047752
273	0.3393137599
274	0.3392443729
275	0.3390781319
276	0.3388443123
277	0.3385796672
278	0.3382434925
279	0.3381039527
280	0.3379864901
281	0.337796291
282	0.3376507947
283	0.3374893122
284	0.3372091075
285	0.3369928128
286	0.3369454253
287	0.3367505683
288	0.3364704554
289	0.3362376041
290	0.3360060899
291	0.3358460379
292	0.3355809457
293	0.3353827912
294	0.3353478552
295	0.3352212854
296	0.334908492
297	0.3347637051
298	0.334526826
299	0.3342819545
300	0.3340183642
301	0.3335740333
302	0.3334372176
303	0.3332688951
304	0.3330184472
305	0.3328295533
306	0.3327086947
307	0.3325719189
308	0.3322702414
309	0.332124503
310	0.3319402887
311	0.3316180456
312	0.3314244073
313	0.3313355256
314	0.3311171445
315	0.3309329992
316	0.3307865442
317	0.3306031691
318	0.3303225541
319	0.33013602323320	0.33010889973321	0.32986096653322	0.32962525553323	0.3295333128
324	0.32951611433325	0.32907209273326	0.32888708653327	0.32859236263328	0.3284672489
329	0.32819993
330	0.3281523855
331	0.3278093756
332	0.3277184309
333	0.3275980955
334	0.3273829307
335	0.3272001708
336	0.3271396138
337	0.326930468
338	0.3267198553
339	0.3265869737
34341	0.342420187
342	0.34225474734343	0.34209370343344	0.34194288344345	0.34162071345	0.3256672089
346	0.3254421699
347	0.3254066147
348349	0.34076638349	0.3250673236
350351	0.34057544351352	0.34052311352	0.3245130861
353	0.3244464645
354	0.3242852772
355	0.3241791681
356357	0.33956185357	0.3238711064
358	0.3236832231
359	0.3234289595
360	0.3232591414
361	0.3230314855
362363	0.33833933363364	0.3380704279
365	0.33790280365366	0.3377799474
367	0.3376450615
368	0.3375408773
369	0.3373166329
370	0.33720864370371	0.337032251
372	0.33700850537373	0.3368825326
374	0.3367086437375	0.336569053375	0.3208748025
376	0.3207654576
377	0.3207160943
378	0.320618242
379	0.3203560265
380	0.3201858785
3382	0.33529993223383	0.33510414973384	0.3349668176
385	0.33482753438386	0.33469289838387	0.3344773728
388	0.3342275934
389	0.3340926472
390	0.3340654352
391	0.3340144927
392	0.3339542684
393	0.3336899123
394	0.3334437645
395	0.3333271574
396	0.3333221387
397	0.3330093646
398	0.33290154398399	0.3325411211
400	0.3323639476
401	0.3320762457
402	0.3318497493
403	0.3316941261
404	0.33157448404405	0.3315025834
406	0.3313611472
407	0.3312887814
408	0.3311539908
409	0.3309729813
410	0.3307444072
411	0.3306100245
412	0.3305573238
413	0.3305211331
414	0.3303593089
415	0.3300831246
416	0.33007764416417	0.3298730141418	0.32977266241419	0.32969287541420	0.32945029742421	0.32925773442422	0.3291567064423	0.32888898794424	0.32866539554425	0.3284875658
426	0.32817171864427	0.32812013394428	0.3280194979
429	0.32783862324430	0.32763013443431	0.32742665543432	0.3272612448
433	0.3270963807
434	0.3268955995
435	0.3267288896
436	0.3266585192
437	0.32664557437	0.3123144719
438	0.3121242863
439	0.3119793813
440	0.3119275922
441442	0.32594238442443	0.32568679443	0.3111641875
444	0.3110081948
445	0.3107814822
446447	0.3249913414
448	0.3248087268
449	0.3245378076
450	0.3245211961
451	0.3243697527
452	0.3242338362
453	0.3241689515
454	0.3240106042
455	0.3238348557
456	0.3236443984
457	0.3235519064
458	0.3234096691
459	0.3233101487
460	0.3231164895
461	0.32296501461	0.3087067985
462	0.3085714947
463464	0.32260329464465	0.3225671465	466	0.3223869466	0.3080698739
467	0.3080151515
468	469	0.3220499469470	0.3219093014
471	0.3218642667
472	0.3217341224
473	0.3216244465
474	0.3216094155
475	0.3214255981
476	0.3213447594
477	0.3212666482
478	0.3210418955
479	0.3208145585
480	0.3205119807
481	0.3203946907
482	0.3202161738
483	0.3199867633
484	0.3199426843
485	0.3198351512
486	0.3196994612
487	0.3196189302
488	0.3195463451
489	0.3193874291
490	0.3193707483
491	0.3192980183
492	0.3192272038
493	0.3191778294
494	0.3190267116
495	0.3189334874
496	0.3186829043
497	0.3184840411
498	0.3183446725
499	0.3180884716
500	0.3180077399
501	0.3501	0.3033502	0.3502	0.3033503	0.503	0.3032349129
504	0.3030559713
505	0.303013754
506	0.3028984402
507	0.3025745022
508	0.3025078266
509	0.3024541793
510	0.302391511	0511	0.302300512	512	0.3021107838
513	0.3019062757
514	0.3017728469
515	0.3016672139
516	0.3015717766
517	0.3014574518	0.3156200564
519	519	0.3011152520	520	0.3010417112
521	0.3009454691
522	0.3009096523	0.3151692022
524	0.3150623044
525	0.314878666
526	0.3147480479
527	0.3145837172
528	0.3144379202
529	0.3142736086
530	0.3142723599
531	0.3141567686
532	0.3139643108
533	0.3139291957
534	0.3139111809
535	0535	0.299609536	0.3136700577
537	0.3134955093
538	0.3134592884
539	0.3133707484
540	0.3132915051
541	541	0.2989073542542	0.2988655881
543	0.2987979617
544	0.2986122439
545	0.2984764921
546	0.2984235509
547	0.2982954402
548	0.2981440749
549	0.2979569216
550	0.2977938394
551	0.2976694012
552	0.2975557222
553	0.2973693409
554	0.2972383784
555	0.297150721
556	0.297055423
557	0.29701511055558	0.29696901555559	0.296770056560	0.3112041313
561	0.3109914262
562	0.3108714158
563	0.3107679001
564	0.3106690214
565	0.3105327395
566	0.3103815052
567	0.3102447013
568	0.3101334364
569	0.3100099253
570	0.3099228622
571	0.3097920979
572	0.309590284
573	0.3095781676
574	0.3095304715
575	0.3093962397
576	0.3092898294
577	0.3091799656
57578	0.294346801579	0.3088301716
580	0.3086584843
581	0.3084034423
582	0.3082867795
583	0.3081841125
584	0.293941215
585	0.2937679363
586	0.2936969282
5587	0.3080245025
588	0.3078910076
589	0.3077582905
590	0.3076604471
591	0.3075724111
592	0.3075007908
593	0.3074159546
594	0.3072636004
595	0.3072023791
596	0.3071456185
597	0.3069482559
598	0.3068763347
599	0.3067870582
600	0.3066753648
601	0.3066680665
602	0.3066482195
603	0.3064139072
604	0.3063279205
605	0.3062888645
606	0.3062151511
607	0.3061031042
608	0.3059983861
609	0.305843913
610	0.3057734405
611	0.3056965495
612	0.3055356803
613	0.3054131969
614	0.3052768682
615	0.3050555809
616	0.3048940555
617	0.3047750566
618	0.3045171867
619	0.3043522516
620	0.3043115016
621	0.3041429333
622	0.3040892687
623	0.3039473089
624	0.3037703169
625	0.3036549835
626	0.3035915242
627	0.3034962001
628	0.3034031961
629	0.3033299943
630	0.303192834
631	0.3030613914
632	0.3029209998
633	0.302790462
634	0.3027123644
635	0.3026441308
636	0.302523637	637	0.3023506638	638	0.302167639	0639	0.301990640	0640	0.301660641	0641	0.301625642	0.2879207317
643	0.2878045843
644	0.2875848695
645	0.287476546
646	0.2874042226
647	0.2873873358
648	0.2872413699
649	0.2871574436
650	0.650	0.30072651	0.651	0.30064652	0.652	0.30047653	0.653	0.3003629155
654	0.30019655	0.655	0.3001092407
656	0.2999929137
657	0.2998586972
658	0.29971659	0.659	0.29952660	0.660	0.29943661	0.661	0.29936662	0.2856351414
663	0.2855114425
664	0.2853799857
665	0.2852340999
666	0.2851152157
667	0.667	0.29852668	0.668	0.29850669	0.669	0.29830670	0.670	0.2982504525
671	0.2981182054
672	0.2979782257
673	0.2979094213
674	0.2978055133
675	0.2976759802
676	0.2975259932
677	0.2974668969
678	0.2973999267
679	0.2973137471
680	0.2972950731
681	0.2971439285
682	0.2970679002
683	0.2967463186
684	0.2965803189
685	0.2964519923
686	0.2963132076
687	0.2962552876
688	0.2961466261
689	0.2961092854
690	0.2960233824
691	0.2960173952
692	0.2957148344
693	0.2956076731
694	0.695	0.28181695	0.2953832349
696	0.2952734026
697	0.2951409549
698	0.2951255078
699	0.2950476886
700	0.2949232103
701	0.2948170987
702	0.2945842658
703	0.2944213294
704	0.2942221207
705	0.2941440006
706	0.2940452124
707	0.2938986789
708	0.2938627835
709	0.293799969
710	0.2936541456
711	0.2935726413
712	0.293482341
713	0.2934732429
714	0.2932981807
715	0.2931996165
716	0.2930825186
717	0.2928847077
718	0.29719	0.279719	0.2925363743
720	0.2923905356
721	0.292304614
722	0.2922233086
723	0.2921103007
724	0.2920324471
725	0.2918608928
726	0.2917241901
727	0.2916242804
728	0.2915591348
729	0.2914788685
730	0.2913806489
731	0.2912436335
732	0.2911822294
733	0.2911355427
734	0.290837715
735	0.2908042807
736	0.2906194983
737	0.290365415
738	0.2902391909
739	0.2899923223
740	0.2898878596
741	0.289869141
742	0.289709254
743	0.2896163612
744	0.289575233
745	0.2894394423
746	0.2893029887
747	0.2892836237
748	0.2889629167
749	0.2887668962
750	0.2887100634
751	0.2884802177
752	0.2884237465
753	0.2882134022
754	0.2880553455
755	0.2880124914
756	0.2878091178
757	0.2877337151
758	0.2876510038
759	0.2876157459
760	0.2875313563
761	0.2872699472
762	0.2872002699
763	0.2871462742
764	0.2869775669
765	0.2868188069
766	0.286760997
767	0.286678919
768	0.2864675305
769	0.286279904
770	0.2861884932
771	0.2860463881
772	0.2859977771
773	0.2858413192
774	0.2856574488
775	0.2855721918
776	0.2855006021
777	0.2854147982
778	0.2853604812
779	0.2851784382
780	0.2850427356
781	0.2848919169
782	0.2845614131
783	0.2844537924
784	0.2843871699
785	0.2843223906
786	0.2842522828
787	0.2841227926
788	0.2839844431
789	0.2837836411
790	0.2834823331
791	0.2833134814
792	0.2830263094
793	0.2827839996
794	0.2826966534
795	0.2824191346
796	0.2823602172
797	0.2822969542
798	0.2821539834
799	0.28800	0.271800	0.28801	0.271801	0.2802	0.2718802	0.2816005803
803	0.2804	0.2716804	0.805	0.27159805	0.806	0.2715668341
807	0.2714382083
808	0.2713787524
809	0.2713345817
810	0.2712639743
811	0.2710873641
812	0.2709886814
813	0.2709431283
814	0.2708572829
815	0.2707337121
816	0.2706253088
817	0.2704480484
818	0.2703841149
819	0.2702548075
820	0.2702094991
821	0.2701742089
822	0.270044045
823	0.2699352493
824	0.269827477
825	0.2696251874
826	0.2695752139
827	0.2695350656
828	0.2694586398
829	0.2694529819
830	0.2694161026
831	0.26919623383832	0.2691092319
833	0.2690683548834	0.2690034293
835	0.2689428408
836	0.268906205
837	0.268834058
838	0.2687597564
839	0.2687118166
840	0.268575547
841	0.2683591034
842	0.2682366252
843	0.2680558649
844	0.2679843235
845	0.2679076059
846	0.2678669574
847	0.2677237473
848	0.2676552938
849	0.2676305272
850	0.2674497783
851	0.2673637527
852	0.2672583748
853	0.2671781537
854	0.2669559008
855	0.2668531224
856	0.2668180758
857	0.2667131032
858	0.2667081512
859	0.2665420229
860	0.2664918342
861	0.2664679376
862	0.2664070495
863	0.2663394062
864	0.2662052951
865	0.2661484655
866	0.2659764023
867	0.2658626967
868	0.2658053061
869	0.2460387253
870	0.24591972948871	0.24583031048872	0.24560407873873	0.2455682874	874	0.2455173111
875	0.2454574225
876	0.2452428379
877	0.2451295567
878	0.2449302066
879	0.2448379322
880	0.2447804326
881	0.244709294
882	0.244538309
883	0.2443209356
884	0.2442879146
885	0.2442825159
886	0.2441738762
887	0.2441463515
888	0.2439849003
889	0.2438659045
890	0.2438321219
891	0.2437973854
892	0.2437263291
893	0.2435647927
894	0.2435239673
895	0.243309732
896	0.2431867718
897	0.2430778604
898	0.2430125406
899	0.2428468641
900	0.2427156408
901	0.2426176522
902	0.242569331
903	0.2424753644
904	0.2423729995
905	0.2423254606
906	0.2422241144
907	0.2421998274
908	0.242164085
909	0.2419660024
910	0.2418501523
911	0.2417916784
912	0.2417155376
913	0.2416705138
914	0.2415767933
915	0.2415475513
916	0.2414710916
917	0.2413248112
918	0.2412375694
919	0.2411201498
920	0.2409794493
921	0.2409668279
922	0.240919343
923	0.2408491513
924	0.2408107337
925	0.2407688392
926	0.2407141718
927	0.240596758
928	0.2405000771
929	0.2404216822
930	0.2404044566
931	0.2403242758
932	0.2402698352
933	0.2401267427
934	0.240009768
935	0.2399710287
936	0.2399289723
937	0.2398858041
938	0.239791157
939	0.2397197716
940	0.2395852097
941	0.2394806036
942	0.2392978654
943	0.2391085216
944	0.2389853638
945	0.2389172817
946	0.2386900396
947	0.2386651954
948	0.2386487384
949	0.2385008228
950	0.2384406018
951	0.2384142071
952	0.2383182405
953	0.2382314757
954	0.2381616363
955	0.2378922031
956	0.2377614401
957	0.2377125247
958	0.2376697665
959	0.2375877443
960	0.23754658
961	0.2374397506
962	0.2373967533
963	0.2373116725
964	0.2372607724
965	0.2371467884
966	0.2370365971
967	0.236935474
968	0.2368649202
969	0.2366877932
970	0.2366477424
971	0.2365943403
972	0.2364754673
973	0.2362909698
974	0.2362424249
975	0.2361848572
976	0.2360773004
977	0.2359422318
978	0.2358955049
979	0.2356867862
980	0.2355297394
981	0.2354343351
982	0.2352038623
983	0.2351568578
984	0.2348678941
985	0.2347009274
986	0.2346094966
987	0.2345778874
988	0.2345309121
989	0.2344317001
990	0.2343789895
991	0.2342933953
992	0.2341535909
993	0.2340395918
994	0.2339574463
995	0.2339078224
996	0.2336780567
997	0.2336301463
998	0.2335920434
999	0.2334585586
08072


